keywords,year,_metaphor,_author,_url,id,bin,bin_start
Liquid,1750,"""Even the ceremonial of the world, shallow as it may appear, is not without its use; it may indeed take from the warmth of friendship, but it covers the coldness of indifference; and if it has repressed the genuine overflowings of kindness, it has smothered the turbulence of passion and animosity.""","Mackenzie, Henry (1745-1831)",http://metaphors.lib.virginia.edu/metaphors/24477,landscape_turbulence_passion_animosity_9342,1750-1800,1750
Government,1600,"""He that commands himself is more a Prince / Then he who Nations keeps in awe; / Who yield to all that does their Souls convince, / Shall never need another Law.""","Philips [née Fowler], Katherine (1632-1664)",http://metaphors.lib.virginia.edu/metaphors/17899,landscape_prince_nations_keeps_shall_nev_1151,1600-1700,1600
Body,1600,"""The Mind of Man is his Eye, by which he is to behold God; now if this Eye be blind, if the Light be Darkness, how great is that Darkness!""","Janeway, James (1636?-1674)",http://metaphors.lib.virginia.edu/metaphors/23153,portrait_eye_eye_1152,1600-1700,1600
Fire,1750,"""But his temper was not altogether of that fiery kind, which some young men, so circumstanced, and so educated, are possessed of.""","Mackenzie, Henry (1745-1831)",http://metaphors.lib.virginia.edu/metaphors/24480,portrait_fiery_kind_9345,1750-1800,1750
Plant,2025,"""Fruits of more pleasing savour, from thy seed / Sown with contrition in his heart, than those / Which, his own hand manuring, all the trees / Paradise could have produced.""","Milton, John (1608-1674)",http://metaphors.lib.virginia.edu/metaphors/9443,landscape_seed_sown_manuring_sown_trees__1166,2025-2040,2025
Writing,2025,"""[T]he law of faith, / Working through love, upon their hearts shall write, / To guide them in all truth.""","Milton, John (1608-1674)",http://metaphors.lib.virginia.edu/metaphors/9445,still_life_law_write_1168,2025-2040,2025
Uncategorized,2025,"""[T]he soul / Reason receives, and reason is her being, / Discursive, or intuitive; discourse / Is oftest Yours, the latter most is ours, / Differing but in degree, of kind the same.""","Milton, John (1608-1674)",http://metaphors.lib.virginia.edu/metaphors/9450,landscape_intuitive_discourse_1172,2025-2040,2025
"Animals,Music,Eating and Drinking,Motion",2025,"""Then feed on thoughts, that voluntary move / Harmonious numbers; as the wakeful bird / Sings darkling, and in shadiest covert hid / Tunes her nocturnal note.""","Milton, John (1608-1674)",http://metaphors.lib.virginia.edu/metaphors/9453,landscape_feed_voluntary_harmonious_volu_1175,2025-2040,2025
Mineral,2025,"""Him there they found / Squat like a toad, close at the ear of Eve, / Assaying by his devilish art to reach / The organs of her fancy, and with them forge / Illusions, as he list, phantasms and dreams.""","Milton, John (1608-1674)",http://metaphors.lib.virginia.edu/metaphors/9455,portrait_forge_illusions_list_1176,2025-2040,2025
Fire,1750,"The mind may be ""a never dying flame""","Barbauld, Anna Letitia [née Aikin] (1743-1825)",http://metaphors.lib.virginia.edu/metaphors/14486,still_life_flame_9369,1750-1800,1750
Writing,1750,"The mind, ""With not a character engrav'd, presents / One universal blank.""","Roberts, William Hayward (d. 1791)",http://metaphors.lib.virginia.edu/metaphors/14572,portrait_blank_character_presents_9373,1750-1800,1750
Visual Arts,1600,"""Eloquence is a painting of thought; and thus those who, after having painted it, add something more, make a picture instead of a portrait.""","Pascal, Blaise (1623-1662)",http://metaphors.lib.virginia.edu/metaphors/9532,still_life_painting_painted_picture_1183,1600-1700,1600
"Population,Vehicles",1750,"""The pupil of impulse, it [his heart] forced him along, / His conduct still right, with his argument wrong; / Still aiming at honour, yet fearing to roam, / The coachman was tipsy, the chariot drove home.""","Goldsmith, Oliver (1728?-1774)",http://metaphors.lib.virginia.edu/metaphors/19684,landscape_pupil_impulse_heart_forced_coa_9384,1750-1800,1750
Optics,1750,"""Like a mirrour, it [memory] reflects faithful images of the objects formerly perceived by us, but can exhibit no form with which it is not in this manner supplied. It is in its nature a mere copier; it preserves scrupulously the very position and arrangement of the original sensations, and gives us along with this, a perception of their having been at some past time present to the mind.""","Gerard, Alexander (1728-1795)",http://metaphors.lib.virginia.edu/metaphors/21162,still_life_reflects_faithful_images_manne_9386,1750-1800,1750
Impressions,1600,"""[W]ith a goodly look she smil'd; / so that through pure impression / of his own imagination, / with all the heat of his courage / his love upon this fair Image / he set.""",Anon.,http://metaphors.lib.virginia.edu/metaphors/9549,landscape_goodly_look_pure_impression_1198,1600-1700,1600
Animals,1600,"""Ay, ay, when the love is once come so far, that Spiritual Mind will never leave pulling, and pulling, till it has drawn the beastly body after it.""","Dryden, John (1631-1700)",http://metaphors.lib.virginia.edu/metaphors/19831,portrait_drawn_beastly_body_1201,1600-1700,1600
"Uncategorized,Machine",1750,"""A multitude of ideas, collected by such an imagination, form a confused chaos, in which inconsistent conceptions are often mixt, conceptions so unsuitable and disproportioned, that they can no more be combined into one regular work, than a number of wheels taken from different watches, can be united into one machine.""","Gerard, Alexander (1728-1795)",http://metaphors.lib.virginia.edu/metaphors/21170,still_life_confused_chaos_conceptions_uns_9393,1750-1800,1750
Body,1600,"""The Contemplation of the Object represents the matter to the mind, in the same manner as its outward appearance doth to the Eye.""","Salmon, William (1644-1713)",http://metaphors.lib.virginia.edu/metaphors/22580,still_life_object_eye_1203,1600-1700,1600
"Uncategorized,Vehicles",1600,"Modest ""is indeed a vertu of a general influence; does not only ballast the mind with sober and humble thoughts of ones self, but also steers every part of the outward frame.""","Allestree, Richard (1611/2-1681)",http://metaphors.lib.virginia.edu/metaphors/17751,landscape_ballast_part_influence_part_ou_1206,1600-1700,1600
"Government,Optics",1600,"""And therefore for the more probable explication of the Phenomena of the Passions which are not raised in the Rational Soul, I found myself obliged to admit her to have a Sensitive one conjoyned with her, to receive her immediate suggestions, and to actuate the body according to her soveraign will and pleasure; there being less of disparity betwixt the most thin and subtil bodies of Light and Flame (whereof many eminent Philosophers have conceived a Sensitive Soul to consist) and a substance purely Spiritual, than between a pure spirit and a gross, heavy body, as ours is.""","Charleton, Walter (1620-1707)",http://metaphors.lib.virginia.edu/metaphors/19889,portrait_rational_soul_one_conjoyned_ac_1212,1600-1700,1600
Body,1750,"""Imagination must set all the ideas and all the analogies of things, which it collects, before the discerning eye of reason, and submit them absolutely to its sovereign decision.""","Gerard, Alexander (1728-1795)",http://metaphors.lib.virginia.edu/metaphors/21183,still_life_things_eye_9406,1750-1800,1750
"Body,Population",1750,"""It is justly observed by Quintilian, that every fiction of the human fancy is approved in the moment of its production. The exertion of the mind which is requisite in forming it, is agreeable; and the face of novelty which infant conceptions wear, fails not to recommend them promiscuously, till reason has had time to survey and examine them.""","Gerard, Alexander (1728-1795)",http://metaphors.lib.virginia.edu/metaphors/21184,portrait_human_novelty_infant_conceptio_9407,1750-1800,1750
"Fire,Light",1600,"""And as for the Bipartition of this Sensitive Soul into two principle members as it were, or active sourses; vix. the Fiery part, upon which Life depends; and the Lucid, from whence all the faculties Animal are, like so many distinct rayes of light, derived.""","Charleton, Walter (1620-1707)",http://metaphors.lib.virginia.edu/metaphors/19899,portrait_fiery_part_light_derived_fiery_1218,1600-1700,1600
"Government,Optics",1600,"""In Man indeed, it seems not difficult to conceive, that the Rational Soul, as president of all th'inferiour faculties, and constantly speculating the impressions, or images represented to her by the Sensitive, as by a mirrour; doth first form to herself conceptions and notions correspondent to their nature, and then proceed to acts of reason, judgement and will.""","Charleton, Walter (1620-1707)",http://metaphors.lib.virginia.edu/metaphors/19900,portrait_man_president_th_acts_facultie_1219,1600-1700,1600
Geography,1750,"""Relations which we are accustomed to follow in the train of our thoughts, are like roads with which we are acquainted, and in which we therefore pursue a journey without any concern, hesitation, or deviation.""","Gerard, Alexander (1728-1795)",http://metaphors.lib.virginia.edu/metaphors/21194,landscape_like_roads_journey_9417,1750-1800,1750
Uncategorized,1750,"""A strong perception, like a deep shade of colouring, seems to decay more slowly than one that is faint and delicate; and though it should decay as fast, it would be longer before it were effaced.""","Gerard, Alexander (1728-1795)",http://metaphors.lib.virginia.edu/metaphors/21198,landscape_deep_shade_colouring_faint_9421,1750-1800,1750
"Geography,Motion",1750,"""It is judgment that perceives when imagination deviates from the paths which lead to the end proposed; it is owing to this perception, that imagination is recalled from its wanderings, and made to set out anew in the right road; and it is the frequent exercise of judgment in this employment, that gives imagination an habitual regularity and correctness.""","Gerard, Alexander (1728-1795)",http://metaphors.lib.virginia.edu/metaphors/21210,landscape_imagination_deviates_paths_lea_9433,1750-1800,1750
"Fire,Container",1750,"""It is enraptured by every striking form, it fills the soul with high enthusiasm, it sets the fancy on fire, it pushes it forward with impetuosity, renders all its conceptions glowing, and bestows a freedom and becoming negligence on its productions.""","Gerard, Alexander (1728-1795)",http://metaphors.lib.virginia.edu/metaphors/21214,still_life_fills_conceptions_sets_fire_pu_9437,1750-1800,1750
"Population,Uncategorized,Motion",1600,"""But she has left a pleasing image of herself that wanders in my soul. It must not settle there.""","Etherege, Sir George (1636-1691/2)",http://metaphors.lib.virginia.edu/metaphors/9585,landscape_settle_left_settle_image_1250,1600-1700,1600
Body,1750,"""What consolation she is capable of giving to the sick, I have myself experienced, for my heart is much diseased.""","Goethe, Johann Wolfgang (1749-1832)",http://metaphors.lib.virginia.edu/metaphors/21766,landscape_sick_much_diseased_9446,1750-1800,1750
Impressions,1750,"""Let us apply this to the mind; let us see how ideas work, and how impressions fix upon it, till at length a violent passion takes entire possession, destroys all the powers it possessed when at ease, and entirely subdues it.""","Goethe, Johann Wolfgang (1749-1832)",http://metaphors.lib.virginia.edu/metaphors/21769,landscape_ideas_work_impressions_fix_upo_9449,1750-1800,1750
Uncategorized,1750,"""Every step which wrings his feet in unbeaten paths, is a drop of balm to his soul, and each night brings new relief to his heart.""","Goethe, Johann Wolfgang (1749-1832)",http://metaphors.lib.virginia.edu/metaphors/21776,still_life_balm_relief_9455,1750-1800,1750
Optics,1600,"""But when Love held the Mirror, the undeceiving Glass / Reflected all the weakness of my Soul, and made me know / My richest treasure being lost, my Honour, / All the remaining spoil cou'd not be worth / The Conqueror's Care or Value.""","Behn, Aphra (1640?-1689)",http://metaphors.lib.virginia.edu/metaphors/9605,still_life_mirror_undeceiving_glass_refle_1270,1600-1700,1600
